"Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)","Mapping: RIM Mapping"
"DVCMinPreQual","DVCMinPreQual","","","",0,*,"","","","null {[]} {[]}
","DVCMinPreQual","DVC payload minimized  for use within an HCERT Payload with the WHO PreQual Vaccine Database","","","","","","","","","",,,,,"",,,,"Base",0,*,"","","n/a"
"DVCMinPreQual.n","DVCMinPreQual.n","","","",1,1,"","","","string {[]} {[]}
","Name","Name","","","","","","","","","",,,,,"http://smart.who.int/trust-phw/CodeSystem/ICVP.Core#ICVP.A9.DE.1
http://loinc.org#87226-7 (Legal name of patient - first and last)",,,,"DVCMin.n",1,1,"",""
"DVCMinPreQual.dob","DVCMinPreQual.dob","","","",1,1,"","","","date {[]} {[]}
","Date of birth","Date of birth","","","","","","","","","",,,,,"http://smart.who.int/trust-phw/CodeSystem/ICVP.Core#ICVP.A9.DE.2
http://loinc.org#21112-8 (Birth date)http://snomed.info/sct#184099003 (Date of birth (observable entity))",,,,"DVCMin.dob",1,1,"",""
"DVCMinPreQual.s","DVCMinPreQual.s","","","",1,1,"","","","code {[]} {[]}
","Sex","Sex","","","","","","","","","",,"extensible","","http://hl7.org/fhir/administrative-gender","http://smart.who.int/trust-phw/CodeSystem/ICVP.Core#ICVP.A9.DE.3
",,,,"DVCMin.s",1,1,"",""
"DVCMinPreQual.nt","DVCMinPreQual.nt","","","",1,1,"","","","code {[]} {[]}
","Nationality","Nationality","","","","","","","","","",,"extensible","","http://hl7.org/fhir/ValueSet/iso3166-1-3","http://smart.who.int/trust-phw/CodeSystem/ICVP.Core#ICVP.A9.DE.8
http://loinc.org#69433-1 (Citizenship status)http://snomed.info/sct#223369002 (Country (geographic location))",,,,"DVCMin.nt",1,1,"",""
"DVCMinPreQual.id","DVCMinPreQual.id","","","",0,1,"","","","string {[]} {[]}
","National Identification Document","National Identification Document","","","","","","","","","",,,,,"http://smart.who.int/trust-phw/CodeSystem/ICVP.Core#ICVP.A9.DE.9
http://loinc.org#76435-7 (Patient identifier)http://snomed.info/sct#900000000000474003 (Universally Unique Identifier (foundation metadata concept))",,,,"DVCMin.id",0,1,"",""
"DVCMinPreQual.dt","DVCMinPreQual.dt","","","",0,1,"","","","code {[]} {[]}
","National ID Document Type","National ID Document Type","","","","","","","","","",,"extensible","","http://terminology.hl7.org/ValueSet/v2-0203","",,,,"DVCMin.dt",0,1,"",""
"DVCMinPreQual.gn","DVCMinPreQual.gn","","","",0,1,"","","","string {[]} {[]}
","Parent or Guardian Name","Parent or Guardian Name","","","","","","","","","",,,,,"http://smart.who.int/trust-phw/CodeSystem/ICVP.Core#ICVP.A9.DE.10
http://loinc.org#79183-0 (First name of Guardian or legally authorized representative)http://snomed.info/sct#394619001 (Guardian (person))",,,,"DVCMin.gn",0,1,"",""
"DVCMinPreQual.vx","DVCMinPreQual.vx","","","",1,1,"","","","http://smart.who.int/trust-phw/StructureDefinition/DVCMinVaccineDetailsPreQual {[]} {[]}
","Vaccine Details","Vaccine Details","","","","","","","","","",,,,,"",,,,"DVCMin.vx",1,1,"",""
"DVCMinPreQual.v","DVCMinPreQual.v","","","",1,1,"","","","string {[]} {[]}
","Version","Version of the certificate template","","","","","","","","","",,,,,"http://smart.who.int/trust-phw/CodeSystem/ICVP.Core#ICVP.D5.DE.27
",,,,"DVCMin.v",1,1,"",""
